name,region,highway,cyclewayleft,cyclewayright,existing,osmid,geometry
,MiltonKeynes,cycleway,no,no,Track,35383932,"{""type"":""LineString"",""coordinates"":[[-0.72731,52.0508],[-0.72803,52.05149]]}"
,MiltonKeynes,cycleway,no,no,Track,35384052,"{""type"":""LineString"",""coordinates"":[[-0.72712,52.05039],[-0.72719,52.05051]]}"
,MiltonKeynes,cycleway,no,no,Track,35384052,"{""type"":""LineString"",""coordinates"":[[-0.72719,52.05051],[-0.72725,52.05067]]}"
,MiltonKeynes,cycleway,no,no,Track,35418656,"{""type"":""LineString"",""coordinates"":[[-0.7605,52.05437],[-0.76069,52.05437]]}"
,MiltonKeynes,cycleway,no,no,Track,35420544,"{""type"":""LineString"",""coordinates"":[[-0.7612,52.04509],[-0.76168,52.04554]]}"
,MiltonKeynes,cycleway,no,no,Track,35420548,"{""type"":""LineString"",""coordinates"":[[-0.76168,52.04554],[-0.76204,52.04587]]}"
,MiltonKeynes,cycleway,no,no,Track,35420552,"{""type"":""LineString"",""coordinates"":[[-0.76466,52.04993],[-0.7651,52.05046]]}"
,MiltonKeynes,cycleway,no,no,Track,35421156,"{""type"":""LineString"",""coordinates"":[[-0.76591,52.05043],[-0.76565,52.05024]]}"
,MiltonKeynes,cycleway,no,no,Track,35421156,"{""type"":""LineString"",""coordinates"":[[-0.76565,52.05024],[-0.76466,52.04993]]}"
,MiltonKeynes,cycleway,no,no,Track,35421156,"{""type"":""LineString"",""coordinates"":[[-0.76466,52.04993],[-0.76312,52.04821]]}"
,MiltonKeynes,cycleway,no,no,Track,35421156,"{""type"":""LineString"",""coordinates"":[[-0.76312,52.04821],[-0.76298,52.04808]]}"
,MiltonKeynes,cycleway,no,no,Track,35421156,"{""type"":""LineString"",""coordinates"":[[-0.76603,52.05055],[-0.76591,52.05043]]}"
,MiltonKeynes,cycleway,no,no,Track,35421156,"{""type"":""LineString"",""coordinates"":[[-0.76732,52.05077],[-0.76628,52.05089]]}"
,MiltonKeynes,cycleway,no,no,Track,35421156,"{""type"":""LineString"",""coordinates"":[[-0.76628,52.05089],[-0.76623,52.05084]]}"
,MiltonKeynes,cycleway,no,no,Track,35421156,"{""type"":""LineString"",""coordinates"":[[-0.76623,52.05084],[-0.76608,52.05058]]}"
,MiltonKeynes,cycleway,no,no,Track,35421156,"{""type"":""LineString"",""coordinates"":[[-0.76608,52.05058],[-0.76603,52.05055]]}"
,MiltonKeynes,cycleway,no,no,Track,35421160,"{""type"":""LineString"",""coordinates"":[[-0.76752,52.0507],[-0.76732,52.05077]]}"
,MiltonKeynes,cycleway,no,no,Track,35421160,"{""type"":""LineString"",""coordinates"":[[-0.76277,52.05219],[-0.76286,52.05228]]}"
,MiltonKeynes,cycleway,no,no,Track,35421160,"{""type"":""LineString"",""coordinates"":[[-0.76256,52.05196],[-0.76277,52.05219]]}"
,MiltonKeynes,cycleway,no,no,Track,35421164,"{""type"":""LineString"",""coordinates"":[[-0.77251,52.05707],[-0.7724,52.05709]]}"
,MiltonKeynes,cycleway,no,no,Track,35421164,"{""type"":""LineString"",""coordinates"":[[-0.7724,52.05709],[-0.7722,52.05714]]}"
,MiltonKeynes,cycleway,no,no,Track,35421164,"{""type"":""LineString"",""coordinates"":[[-0.7722,52.05714],[-0.77194,52.05776]]}"
,MiltonKeynes,cycleway,no,no,Track,35421164,"{""type"":""LineString"",""coordinates"":[[-0.77194,52.05777],[-0.772,52.05783]]}"
,MiltonKeynes,cycleway,no,no,Track,35421164,"{""type"":""LineString"",""coordinates"":[[-0.77277,52.05702],[-0.77296,52.05697]]}"
,MiltonKeynes,cycleway,no,no,Track,35421164,"{""type"":""LineString"",""coordinates"":[[-0.77225,52.05808],[-0.77229,52.05812]]}"
,MiltonKeynes,cycleway,no,no,Track,35421168,"{""type"":""LineString"",""coordinates"":[[-0.772,52.05783],[-0.77225,52.05808]]}"
,MiltonKeynes,cycleway,no,no,Track,35421640,"{""type"":""LineString"",""coordinates"":[[-0.76881,52.05882],[-0.76903,52.0591]]}"
,MiltonKeynes,cycleway,no,no,Track,35421640,"{""type"":""LineString"",""coordinates"":[[-0.76903,52.0591],[-0.76908,52.05916]]}"
,MiltonKeynes,cycleway,no,no,Track,35421640,"{""type"":""LineString"",""coordinates"":[[-0.76908,52.05916],[-0.76921,52.05935]]}"
,MiltonKeynes,cycleway,no,no,Track,35421640,"{""type"":""LineString"",""coordinates"":[[-0.76921,52.05935],[-0.76953,52.06009]]}"
,MiltonKeynes,cycleway,no,no,Track,35421640,"{""type"":""LineString"",""coordinates"":[[-0.76953,52.06009],[-0.77017,52.061]]}"
,MiltonKeynes,cycleway,no,no,Track,35421640,"{""type"":""LineString"",""coordinates"":[[-0.77017,52.061],[-0.77027,52.06117]]}"
,MiltonKeynes,cycleway,no,no,Track,35421640,"{""type"":""LineString"",""coordinates"":[[-0.77027,52.06117],[-0.7709,52.06217]]}"
,MiltonKeynes,cycleway,no,no,Track,35421640,"{""type"":""LineString"",""coordinates"":[[-0.7709,52.06217],[-0.77094,52.06263]]}"
,MiltonKeynes,cycleway,no,no,Track,35421640,"{""type"":""LineString"",""coordinates"":[[-0.77094,52.06263],[-0.76954,52.06519]]}"
,MiltonKeynes,cycleway,no,no,Track,35421640,"{""type"":""LineString"",""coordinates"":[[-0.76954,52.06519],[-0.76916,52.06557]]}"
,MiltonKeynes,cycleway,no,no,Track,35421640,"{""type"":""LineString"",""coordinates"":[[-0.76916,52.06557],[-0.76908,52.06633]]}"
,MiltonKeynes,cycleway,no,no,Track,35421640,"{""type"":""LineString"",""coordinates"":[[-0.76908,52.06633],[-0.76958,52.06725]]}"
,MiltonKeynes,cycleway,no,no,Track,35421640,"{""type"":""LineString"",""coordinates"":[[-0.76958,52.06725],[-0.76959,52.06727]]}"
,MiltonKeynes,cycleway,no,no,Track,35421640,"{""type"":""LineString"",""coordinates"":[[-0.76959,52.06727],[-0.77019,52.06787]]}"
,MiltonKeynes,cycleway,no,no,Track,35421640,"{""type"":""LineString"",""coordinates"":[[-0.77019,52.06787],[-0.77027,52.06797]]}"
,MiltonKeynes,cycleway,no,no,Track,35421640,"{""type"":""LineString"",""coordinates"":[[-0.77027,52.06797],[-0.7704,52.06844]]}"
,MiltonKeynes,cycleway,no,no,Track,35421640,"{""type"":""LineString"",""coordinates"":[[-0.7704,52.06844],[-0.77035,52.06852]]}"
,MiltonKeynes,cycleway,no,no,Track,35421640,"{""type"":""LineString"",""coordinates"":[[-0.77035,52.06852],[-0.77027,52.06863]]}"
,MiltonKeynes,cycleway,no,no,Track,35421640,"{""type"":""LineString"",""coordinates"":[[-0.77027,52.06863],[-0.77031,52.0687]]}"
,MiltonKeynes,cycleway,no,no,Track,35421644,"{""type"":""LineString"",""coordinates"":[[-0.76876,52.05875],[-0.76881,52.05882]]}"
,MiltonKeynes,cycleway,no,no,Track,35421644,"{""type"":""LineString"",""coordinates"":[[-0.76872,52.05871],[-0.76818,52.05871]]}"
,MiltonKeynes,cycleway,no,no,Track,35421644,"{""type"":""LineString"",""coordinates"":[[-0.76818,52.05871],[-0.76195,52.05881]]}"
,MiltonKeynes,cycleway,no,no,Track,35421644,"{""type"":""LineString"",""coordinates"":[[-0.76195,52.05881],[-0.76156,52.05877]]}"
,MiltonKeynes,cycleway,no,no,Track,35421644,"{""type"":""LineString"",""coordinates"":[[-0.76156,52.05877],[-0.7614,52.05876]]}"
,MiltonKeynes,cycleway,no,no,Track,35421644,"{""type"":""LineString"",""coordinates"":[[-0.7614,52.05876],[-0.7608,52.0587]]}"
,MiltonKeynes,cycleway,no,no,Track,35421644,"{""type"":""LineString"",""coordinates"":[[-0.7608,52.0587],[-0.75977,52.05848]]}"
,MiltonKeynes,cycleway,no,no,Track,35421644,"{""type"":""LineString"",""coordinates"":[[-0.75977,52.05848],[-0.7583,52.05884]]}"
,MiltonKeynes,cycleway,no,no,Track,35421644,"{""type"":""LineString"",""coordinates"":[[-0.7583,52.05884],[-0.7574,52.05907]]}"
,MiltonKeynes,cycleway,no,no,Track,35421644,"{""type"":""LineString"",""coordinates"":[[-0.7574,52.05907],[-0.75701,52.05921]]}"
,MiltonKeynes,cycleway,no,no,Track,35421648,"{""type"":""LineString"",""coordinates"":[[-0.75905,52.06122],[-0.75918,52.06148]]}"
,MiltonKeynes,cycleway,no,no,Track,35421648,"{""type"":""LineString"",""coordinates"":[[-0.75918,52.06149],[-0.7592,52.06153]]}"
,MiltonKeynes,cycleway,no,no,Track,35421648,"{""type"":""LineString"",""coordinates"":[[-0.7592,52.06153],[-0.75947,52.06174]]}"
,MiltonKeynes,cycleway,no,no,Track,35421648,"{""type"":""LineString"",""coordinates"":[[-0.75947,52.06174],[-0.75949,52.06203]]}"
,MiltonKeynes,cycleway,no,no,Track,35421648,"{""type"":""LineString"",""coordinates"":[[-0.75949,52.06203],[-0.76005,52.06452]]}"
,MiltonKeynes,cycleway,no,no,Track,35421648,"{""type"":""LineString"",""coordinates"":[[-0.76005,52.06452],[-0.7604,52.06519]]}"
,MiltonKeynes,cycleway,no,no,Track,35421648,"{""type"":""LineString"",""coordinates"":[[-0.7604,52.06519],[-0.76194,52.06648]]}"
,MiltonKeynes,cycleway,no,no,Track,35421648,"{""type"":""LineString"",""coordinates"":[[-0.76194,52.06648],[-0.76216,52.06676]]}"
,MiltonKeynes,cycleway,no,no,Track,35421648,"{""type"":""LineString"",""coordinates"":[[-0.76216,52.06676],[-0.7637,52.06776]]}"
,MiltonKeynes,cycleway,no,no,Track,35421648,"{""type"":""LineString"",""coordinates"":[[-0.7637,52.06776],[-0.76401,52.0679]]}"
,MiltonKeynes,cycleway,no,no,Track,35421648,"{""type"":""LineString"",""coordinates"":[[-0.76401,52.0679],[-0.76711,52.06857]]}"
,MiltonKeynes,cycleway,no,no,Track,35421648,"{""type"":""LineString"",""coordinates"":[[-0.76711,52.06857],[-0.77015,52.06855]]}"
,MiltonKeynes,cycleway,no,no,Track,35421648,"{""type"":""LineString"",""coordinates"":[[-0.77016,52.06855],[-0.77035,52.06852]]}"
,MiltonKeynes,cycleway,no,no,Track,35421652,"{""type"":""LineString"",""coordinates"":[[-0.75755,52.06097],[-0.7579,52.06089]]}"
,MiltonKeynes,cycleway,no,no,Track,35421652,"{""type"":""LineString"",""coordinates"":[[-0.7579,52.06089],[-0.758,52.06086]]}"
,MiltonKeynes,cycleway,no,no,Track,35421652,"{""type"":""LineString"",""coordinates"":[[-0.758,52.06086],[-0.7581,52.06084]]}"
,MiltonKeynes,cycleway,no,no,Track,35421652,"{""type"":""LineString"",""coordinates"":[[-0.7581,52.06084],[-0.75902,52.06117]]}"
,MiltonKeynes,cycleway,no,no,Track,35421652,"{""type"":""LineString"",""coordinates"":[[-0.75902,52.06117],[-0.75905,52.06122]]}"
,MiltonKeynes,cycleway,no,no,Track,35421652,"{""type"":""LineString"",""coordinates"":[[-0.75697,52.06163],[-0.75691,52.06134]]}"
,MiltonKeynes,cycleway,no,no,Track,35421652,"{""type"":""LineString"",""coordinates"":[[-0.75691,52.06134],[-0.75696,52.06125]]}"
,MiltonKeynes,cycleway,no,no,Track,35421652,"{""type"":""LineString"",""coordinates"":[[-0.75696,52.06125],[-0.75738,52.06101]]}"
,MiltonKeynes,cycleway,no,no,Track,35421652,"{""type"":""LineString"",""coordinates"":[[-0.75738,52.06101],[-0.75755,52.06097]]}"
,MiltonKeynes,cycleway,no,no,Track,35421656,"{""type"":""LineString"",""coordinates"":[[-0.75722,52.06189],[-0.75697,52.06163]]}"
,MiltonKeynes,cycleway,no,no,Track,35421804,"{""type"":""LineString"",""coordinates"":[[-0.76811,52.05744],[-0.76805,52.05781]]}"
,MiltonKeynes,cycleway,no,no,Track,35421804,"{""type"":""LineString"",""coordinates"":[[-0.76805,52.05781],[-0.76808,52.05819]]}"
,MiltonKeynes,cycleway,no,no,Track,35421804,"{""type"":""LineString"",""coordinates"":[[-0.76808,52.05819],[-0.76818,52.05871]]}"
,MiltonKeynes,cycleway,no,no,Track,35421808,"{""type"":""LineString"",""coordinates"":[[-0.76805,52.05781],[-0.76832,52.05782]]}"
,MiltonKeynes,cycleway,no,no,Track,35421984,"{""type"":""LineString"",""coordinates"":[[-0.75272,52.05452],[-0.75277,52.05473]]}"
,MiltonKeynes,cycleway,no,no,Track,35421988,"{""type"":""LineString"",""coordinates"":[[-0.75277,52.05444],[-0.75306,52.05424]]}"
,MiltonKeynes,cycleway,no,no,Track,35421988,"{""type"":""LineString"",""coordinates"":[[-0.75306,52.05424],[-0.75327,52.05367]]}"
,MiltonKeynes,cycleway,no,no,Track,35421988,"{""type"":""LineString"",""coordinates"":[[-0.75327,52.05367],[-0.75249,52.05167]]}"
,MiltonKeynes,cycleway,no,no,Track,35421988,"{""type"":""LineString"",""coordinates"":[[-0.75249,52.05167],[-0.75225,52.05146]]}"
,MiltonKeynes,cycleway,no,no,Track,35422292,"{""type"":""LineString"",""coordinates"":[[-0.77031,52.06871],[-0.77037,52.06885]]}"
,MiltonKeynes,cycleway,no,no,Track,35422292,"{""type"":""LineString"",""coordinates"":[[-0.77037,52.06885],[-0.77041,52.06892]]}"
,MiltonKeynes,cycleway,no,no,Track,35422292,"{""type"":""LineString"",""coordinates"":[[-0.77041,52.06892],[-0.77056,52.06913]]}"
,MiltonKeynes,cycleway,no,no,Track,35606540,"{""type"":""LineString"",""coordinates"":[[-0.73,52.03466],[-0.73033,52.03462]]}"
,MiltonKeynes,cycleway,no,no,Track,35606540,"{""type"":""LineString"",""coordinates"":[[-0.72969,52.03476],[-0.73,52.03466]]}"
,MiltonKeynes,cycleway,no,no,Track,35922232,"{""type"":""LineString"",""coordinates"":[[-0.79995,52.01091],[-0.79933,52.01042]]}"
,MiltonKeynes,cycleway,no,no,Track,35922232,"{""type"":""LineString"",""coordinates"":[[-0.79933,52.01042],[-0.79923,52.00988]]}"
,MiltonKeynes,cycleway,no,no,Track,35922232,"{""type"":""LineString"",""coordinates"":[[-0.79923,52.00988],[-0.79875,52.00962]]}"
,MiltonKeynes,cycleway,no,no,Track,35922232,"{""type"":""LineString"",""coordinates"":[[-0.79875,52.00962],[-0.79868,52.00952]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922236,"{""type"":""LineString"",""coordinates"":[[-0.78314,52.02223],[-0.78326,52.02217]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922236,"{""type"":""LineString"",""coordinates"":[[-0.78326,52.02217],[-0.78365,52.022]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922236,"{""type"":""LineString"",""coordinates"":[[-0.78365,52.022],[-0.78372,52.02197]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922236,"{""type"":""LineString"",""coordinates"":[[-0.78372,52.02197],[-0.78431,52.02171]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922236,"{""type"":""LineString"",""coordinates"":[[-0.78431,52.02171],[-0.7846,52.02157]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922236,"{""type"":""LineString"",""coordinates"":[[-0.7846,52.02157],[-0.78479,52.02149]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922236,"{""type"":""LineString"",""coordinates"":[[-0.78479,52.02149],[-0.78507,52.02116]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922236,"{""type"":""LineString"",""coordinates"":[[-0.78507,52.02116],[-0.78513,52.02058]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922236,"{""type"":""LineString"",""coordinates"":[[-0.78513,52.02058],[-0.78565,52.02012]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922236,"{""type"":""LineString"",""coordinates"":[[-0.78565,52.02012],[-0.7863,52.01947]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922236,"{""type"":""LineString"",""coordinates"":[[-0.7863,52.01947],[-0.78656,52.01931]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922236,"{""type"":""LineString"",""coordinates"":[[-0.78656,52.01931],[-0.78684,52.0192]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922240,"{""type"":""LineString"",""coordinates"":[[-0.79072,52.01426],[-0.79021,52.01453]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922240,"{""type"":""LineString"",""coordinates"":[[-0.79021,52.01453],[-0.79248,52.01588]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922240,"{""type"":""LineString"",""coordinates"":[[-0.79248,52.01588],[-0.79358,52.01665]]}"
,MiltonKeynes,cycleway,no,no,Track,35922248,"{""type"":""LineString"",""coordinates"":[[-0.79021,52.01453],[-0.79013,52.01445]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922248,"{""type"":""LineString"",""coordinates"":[[-0.79495,52.01521],[-0.79505,52.01516]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922248,"{""type"":""LineString"",""coordinates"":[[-0.79505,52.01516],[-0.79757,52.01424]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922248,"{""type"":""LineString"",""coordinates"":[[-0.79757,52.01424],[-0.7977,52.01417]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922248,"{""type"":""LineString"",""coordinates"":[[-0.7977,52.01417],[-0.79769,52.0141]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922248,"{""type"":""LineString"",""coordinates"":[[-0.79769,52.0141],[-0.7976,52.01408]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922248,"{""type"":""LineString"",""coordinates"":[[-0.7976,52.01408],[-0.79743,52.01402]]}"
,MiltonKeynes,cycleway,no,no,Track,35922256,"{""type"":""LineString"",""coordinates"":[[-0.7977,52.01417],[-0.80049,52.01369]]}"
,MiltonKeynes,cycleway,no,no,Track,35922256,"{""type"":""LineString"",""coordinates"":[[-0.80049,52.01369],[-0.80196,52.01352]]}"
,MiltonKeynes,cycleway,no,no,Track,35922256,"{""type"":""LineString"",""coordinates"":[[-0.80196,52.01352],[-0.80274,52.01296]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922256,"{""type"":""LineString"",""coordinates"":[[-0.80354,52.01236],[-0.80371,52.01223]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922256,"{""type"":""LineString"",""coordinates"":[[-0.80371,52.01223],[-0.80427,52.01168]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922256,"{""type"":""LineString"",""coordinates"":[[-0.80427,52.01168],[-0.80443,52.01153]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922256,"{""type"":""LineString"",""coordinates"":[[-0.80443,52.01153],[-0.80904,52.01037]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922256,"{""type"":""LineString"",""coordinates"":[[-0.80904,52.01037],[-0.81107,52.01041]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922256,"{""type"":""LineString"",""coordinates"":[[-0.81107,52.01041],[-0.8116,52.01039]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922264,"{""type"":""LineString"",""coordinates"":[[-0.80858,52.01744],[-0.80829,52.01756]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922264,"{""type"":""LineString"",""coordinates"":[[-0.80559,52.01891],[-0.80578,52.01923]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922264,"{""type"":""LineString"",""coordinates"":[[-0.80578,52.01923],[-0.80576,52.01944]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922264,"{""type"":""LineString"",""coordinates"":[[-0.81289,52.01776],[-0.81273,52.01707]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922264,"{""type"":""LineString"",""coordinates"":[[-0.81273,52.01707],[-0.81249,52.01695]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922264,"{""type"":""LineString"",""coordinates"":[[-0.81249,52.01695],[-0.81202,52.01694]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922264,"{""type"":""LineString"",""coordinates"":[[-0.81202,52.01694],[-0.81101,52.01716]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922264,"{""type"":""LineString"",""coordinates"":[[-0.81101,52.01716],[-0.81011,52.0169]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922264,"{""type"":""LineString"",""coordinates"":[[-0.81011,52.0169],[-0.80946,52.01649]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922264,"{""type"":""LineString"",""coordinates"":[[-0.80946,52.01649],[-0.80918,52.01645]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922264,"{""type"":""LineString"",""coordinates"":[[-0.80918,52.01645],[-0.80861,52.01651]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922264,"{""type"":""LineString"",""coordinates"":[[-0.80861,52.01651],[-0.80815,52.01666]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922776,"{""type"":""LineString"",""coordinates"":[[-0.80505,52.01576],[-0.80619,52.01542]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922776,"{""type"":""LineString"",""coordinates"":[[-0.80619,52.01542],[-0.80634,52.01537]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35922776,"{""type"":""LineString"",""coordinates"":[[-0.80704,52.01551],[-0.80659,52.0153]]}"
,MiltonKeynes,cycleway,no,no,Track,35959552,"{""type"":""LineString"",""coordinates"":[[-0.79787,52.00962],[-0.7957,52.00806]]}"
,MiltonKeynes,cycleway,no,no,Track,35959552,"{""type"":""LineString"",""coordinates"":[[-0.7957,52.00806],[-0.79444,52.00735]]}"
,MiltonKeynes,cycleway,no,no,Track,35959552,"{""type"":""LineString"",""coordinates"":[[-0.79444,52.00735],[-0.79307,52.0062]]}"
,MiltonKeynes,cycleway,no,no,Track,35959552,"{""type"":""LineString"",""coordinates"":[[-0.79307,52.0062],[-0.79349,52.00595]]}"
,MiltonKeynes,cycleway,no,no,Track,35959556,"{""type"":""LineString"",""coordinates"":[[-0.79307,52.0062],[-0.79298,52.00615]]}"
,MiltonKeynes,cycleway,no,no,Track,35959556,"{""type"":""LineString"",""coordinates"":[[-0.79298,52.00615],[-0.79048,52.00484]]}"
,MiltonKeynes,cycleway,no,no,Track,35959556,"{""type"":""LineString"",""coordinates"":[[-0.79048,52.00484],[-0.79013,52.00463]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35959556,"{""type"":""LineString"",""coordinates"":[[-0.79848,52.00963],[-0.79875,52.00962]]}"
,MiltonKeynes,cycleway,no,no,Track,35959560,"{""type"":""LineString"",""coordinates"":[[-0.79439,52.01222],[-0.79441,52.01221]]}"
,MiltonKeynes,cycleway,no,no,Track,35959560,"{""type"":""LineString"",""coordinates"":[[-0.79441,52.01221],[-0.79474,52.01185]]}"
,MiltonKeynes,cycleway,no,no,Track,35959560,"{""type"":""LineString"",""coordinates"":[[-0.79474,52.01185],[-0.7937,52.01108]]}"
,MiltonKeynes,cycleway,no,no,Track,35959560,"{""type"":""LineString"",""coordinates"":[[-0.7937,52.01108],[-0.79301,52.01087]]}"
,MiltonKeynes,cycleway,no,no,Track,35959560,"{""type"":""LineString"",""coordinates"":[[-0.79301,52.01087],[-0.79283,52.01086]]}"
,MiltonKeynes,cycleway,no,no,Track,35959560,"{""type"":""LineString"",""coordinates"":[[-0.79283,52.01086],[-0.79242,52.01082]]}"
,MiltonKeynes,cycleway,no,no,Track,35959560,"{""type"":""LineString"",""coordinates"":[[-0.79242,52.01082],[-0.79222,52.01076]]}"
,MiltonKeynes,cycleway,no,no,Track,35959560,"{""type"":""LineString"",""coordinates"":[[-0.79222,52.01076],[-0.79177,52.01061]]}"
,MiltonKeynes,cycleway,no,no,Track,35959560,"{""type"":""LineString"",""coordinates"":[[-0.79177,52.01061],[-0.79135,52.01025]]}"
,MiltonKeynes,cycleway,no,no,Track,35959560,"{""type"":""LineString"",""coordinates"":[[-0.79135,52.01025],[-0.79123,52.01012]]}"
,MiltonKeynes,cycleway,no,no,Track,35959560,"{""type"":""LineString"",""coordinates"":[[-0.79123,52.01012],[-0.79122,52.0101]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35959564,"{""type"":""LineString"",""coordinates"":[[-0.80546,52.01907],[-0.80529,52.01887]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35959564,"{""type"":""LineString"",""coordinates"":[[-0.80529,52.01887],[-0.80523,52.01882]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35959564,"{""type"":""LineString"",""coordinates"":[[-0.80523,52.01882],[-0.8044,52.01778]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35959564,"{""type"":""LineString"",""coordinates"":[[-0.8044,52.01778],[-0.8043,52.01764]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35959564,"{""type"":""LineString"",""coordinates"":[[-0.8043,52.01764],[-0.80497,52.01615]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35959564,"{""type"":""LineString"",""coordinates"":[[-0.80497,52.01615],[-0.80486,52.01594]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35959564,"{""type"":""LineString"",""coordinates"":[[-0.80486,52.01594],[-0.80498,52.0159]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35959564,"{""type"":""LineString"",""coordinates"":[[-0.80498,52.0159],[-0.80509,52.01586]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35959564,"{""type"":""LineString"",""coordinates"":[[-0.80509,52.01586],[-0.80505,52.01576]]}"
,MiltonKeynes,cycleway,no,no,Track,35959576,"{""type"":""LineString"",""coordinates"":[[-0.79444,52.00735],[-0.79458,52.00669]]}"
,MiltonKeynes,cycleway,no,no,Track,35959576,"{""type"":""LineString"",""coordinates"":[[-0.79458,52.00669],[-0.79448,52.00664]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35959580,"{""type"":""LineString"",""coordinates"":[[-0.80427,52.01168],[-0.80423,52.0115]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35959580,"{""type"":""LineString"",""coordinates"":[[-0.80423,52.0115],[-0.80405,52.01127]]}"
Redway,MiltonKeynes,cycleway,no,no,Track,35959580,"{""type"":""LineString"",""coordinates"":[[-0.80423,52.0115],[-0.80443,52.01153]]}"
,MiltonKeynes,cycleway,no,no,Track,36001756,"{""type"":""LineString"",""coordinates"":[[-0.7399,52.07411],[-0.74007,52.07411]]}"
,MiltonKeynes,cycleway,no,no,Track,36001756,"{""type"":""LineString"",""coordinates"":[[-0.74007,52.07411],[-0.74029,52.0741]]}"
,MiltonKeynes,cycleway,no,no,Track,36001992,"{""type"":""LineString"",""coordinates"":[[-0.73863,52.07446],[-0.73864,52.07456]]}"
,MiltonKeynes,cycleway,no,no,Track,36001992,"{""type"":""LineString"",""coordinates"":[[-0.73864,52.07456],[-0.73859,52.07462]]}"
,MiltonKeynes,cycleway,no,no,Track,36001992,"{""type"":""LineString"",""coordinates"":[[-0.73859,52.07462],[-0.73808,52.07553]]}"
,MiltonKeynes,cycleway,no,no,Track,36001992,"{""type"":""LineString"",""coordinates"":[[-0.73808,52.07553],[-0.73748,52.07639]]}"
,MiltonKeynes,cycleway,no,no,Track,36001992,"{""type"":""LineString"",""coordinates"":[[-0.73748,52.07639],[-0.73735,52.0765]]}"
,MiltonKeynes,cycleway,no,no,Track,36002008,"{""type"":""LineString"",""coordinates"":[[-0.73863,52.07446],[-0.73866,52.07439]]}"
,MiltonKeynes,cycleway,no,no,Track,36002008,"{""type"":""LineString"",""coordinates"":[[-0.73866,52.07439],[-0.73873,52.07419]]}"
,MiltonKeynes,cycleway,no,no,Track,36002024,"{""type"":""LineString"",""coordinates"":[[-0.73871,52.07402],[-0.73864,52.07395]]}"
,MiltonKeynes,cycleway,no,no,Track,36002024,"{""type"":""LineString"",""coordinates"":[[-0.73864,52.07395],[-0.7385,52.0738]]}"
